3Alpha_Code,Taxonomic_Code,Scientific_Name1,Name_en,Name_fr,Name_es,Name_ar,Name_cn,Name_ru,Scientific_Name,Author,Family_Group,Order_Group,Major_Group,Yearbook_Group,ISSCAAP_Group,CPC_Group,CPCdiv_Group
GMK,1780900302,Grammoplites suppositus,Spotfin flathead,PlatycÃ©phale Ã©pÃ©e,,,,,Grammoplites suppositus,(Troschel 1840),PLATYCEPHALIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
GVM,1780900303,Grammoplites scaber,Rough flathead,,,,,,Grammoplites scaber,(Linnaeus 1758),PLATYCEPHALIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
IGJ,1780900401,Inegocia japonica,Japanese flathead,,,,,,Inegocia japonica,(Tilesius 1812),PLATYCEPHALIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
KUD,1780900501,Kumococius rodericensis,Spiny flathead,,,,,,Kumococius rodericensis,(Cuvier 1829),PLATYCEPHALIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
OGG,1780900701,Onigocia grandisquama,,,,,,,Onigocia grandisquama,(Regan 1908),PLATYCEPHALIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
PEJ,1780900801,Papilloculiceps longiceps,Tentacled flathead,,,,,,Papilloculiceps longiceps,(Cuvier 1829),PLATYCEPHALIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
FLI,1780901801,Platycephalus indicus,Bartail flathead,PlatycÃ©phale indien,Chato Ã_ndico,,,,Platycephalus indicus,(Linnaeus 1758),PLATYCEPHALIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
PFF,1780901803,Platycephalus arenarius,Northern sand flathead,,,,,,Platycephalus arenarius,Ramsay & Ogilby 1886,PLATYCEPHALIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
PFB,1780901804,Platycephalus bassensis,Sand flathead,,,,,,Platycephalus bassensis,Cuvier 1829,PLATYCEPHALIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
PHI,1780901805,Platycephalus richardsoni,Tiger flathead,,,,,,Platycephalus richardsoni,Castelnau 1872,PLATYCEPHALIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
FTL,1780901806,Platycephalus conatus,Deep-water flathead,,,,,,Platycephalus conatus,Waite & McCulloch 1915,PLATYCEPHALIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
TAN,1780902101,Thysanophrys arenicola,Broadhead flathead,,,,,,Thysanophrys arenicola,Schultz 1966,PLATYCEPHALIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
QEL,1780902102,Thysanophrys celebica,Celebes flathead,,,,,,Thysanophrys celebica,(Bleeker 1855),PLATYCEPHALIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RUD,1780902201,Ratabulus diversidens,Orange-freckled flathead,,,,,,Ratabulus diversidens,(McCulloch 1914),PLATYCEPHALIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
ROW,1780902301,Rogadius welanderi,Welander's flathead,,,,,,Rogadius welanderi,(Schultz 1966),PLATYCEPHALIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RPQ,1780902302,Rogadius prionotus,Blackblotch flathead,,,,,,Rogadius prionotus,(Sauvage 1873),PLATYCEPHALIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
UAZ,1780902303,Rogadius pristiger,Thorny flathead,PlatycÃ©phale Ã©pineux,,,,,Rogadius pristiger,(Cuvier 1829),PLATYCEPHALIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
SRQ,1780902401,Sorsogona prionota,Halfspined flathead,,,,,,Sorsogona prionota,(Sauvage 1873),PLATYCEPHALIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
QFR,1780902402,Sorsogona tuberculata,Tuberculated flathead,PlatycÃ©phale poignard,Chato puÃ±alero,,,,Sorsogona tuberculata,(Cuvier 1829),PLATYCEPHALIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
LVI,1780902701,Leviprora inops,,,,,,,Leviprora inops,(Jenyns 1840),PLATYCEPHALIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
CEJ,1780906201,Cociella crocodila,Crocodile flathead,,,,,,Cociella crocodila,(Tilesius 1812),PLATYCEPHALIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
SBV,1780906301,Suggrundus brevirostris,,,,,,,Suggrundus brevirostris,Shao & Chen 1987,PLATYCEPHALIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
GMU,1780906401,Solitas gruveli,Guinea flathead,Platycephale de GuinÃ©e,Chato de Guinea,,,,Solitas gruveli,(Pellegrin 1905),PLATYCEPHALIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
FLH,17809XXXXX,Platycephalidae,Flatheads nei,PlatycÃ©phalidÃ©s nca,PlaticefÃ¡lidos nep,,,,Platycephalidae,,PLATYCEPHALIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
HCP,1781000101,Hoplichthys acanthopleurus,,,,,,,Hoplichthys acanthopleurus,Regan 1908,HOPLICHTHYIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous demersal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
HBX,17810001XX,Hoplichthys spp,,,,,,,Hoplichthys spp,,HOPLICHTHYIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous demersal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
ZSP,1781103001,Zanclorhynchus spinifer,Antarctic horsefish,Cacique antarctique,Cacique antÃ¡rtico,,,,Zanclorhynchus spinifer,GÃ_nther 1880,CONGIOPODIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous demersal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
PZE,1781103201,Perryena leucometopon,,,,,,,Perryena leucometopon,(Waite 1922),CONGIOPODIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous demersal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
CGP,1781105001,Congiopodus peruvianus,,,,,,,Congiopodus peruvianus,(Cuvier 1829),CONGIOPODIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous demersal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
AHK,1781105201,Alertichthys blacki,Alert pigfish,,,,,,Alertichthys blacki,Moreland 1960,CONGIOPODIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous demersal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
AHO,1781300101,Alcichthys alcicornis,,,,,,,Alcichthys alcicornis,(Herzenstein 1890),COTTIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
ADL,1781300201,Antipodocottus elegans,,,,,,,Antipodocottus elegans,Fricke & Brunken 1984,COTTIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
AHE,1781300301,Archaulus biseriatus,Scaled sculpin,,,,,,Archaulus biseriatus,Gilbert & Burke 1912,COTTIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
AGZ,1781300401,Argyrocottus zanderi,,,,,,,Argyrocottus zanderi,Herzenstein 1892,COTTIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
ADO,1781300501,Artediellus dydymovi,,,,,,,Artediellus dydymovi,Soldatov 1915,COTTIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
ZAA,1781300502,Artediellus atlanticus,Atlantic hookear sculpin,HameÃ§on atlantique,,,,,Artediellus atlanticus,Jordan & Evermann 1898,COTTIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
ADW,1781300601,Artedius corallinus,Coralline sculpin,,,,,,Artedius corallinus,(Hubbs 1926),COTTIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
ARJ,1781300701,Ascelichthys rhodorus,Rosylip sculpin,,,,,,Ascelichthys rhodorus,Jordan & Gilbert 1880,COTTIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
AEV,1781300801,Asemichthys taylori,Spinynose sculpin,,,,,,Asemichthys taylori,Gilbert 1912,COTTIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
ACQ,1781300901,Astrocottus leprops,,,,,,,Astrocottus leprops,Bolin 1936,COTTIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
CVA,1781301101,Cottus amblystomopsis,Sakhalin sculpin,,,,,,Cottus amblystomopsis,Schmidt 1904,COTTIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous freshwater fishes,"Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
CZK,1781301102,Cottus czerskii,Cherskii's sculpin,,,,,,Cottus czerskii,Berg 1913,COTTIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous freshwater fishes,"Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
MXO,1781301201,Myoxocephalus octodecemspinosus,Longhorn sculpin,,,,,,Myoxocephalus octodecemspinosus,(Mitchill 1814),COTTIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
MXJ,1781301202,Myoxocephalus jaok,Plain sculpin,,,,,,Myoxocephalus jaok,(Cuvier 1829),COTTIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
MXV,1781301203,Myoxocephalus scorpius,Shorthorn sculpin,Chaboisseau Ã  Ã©pines courtes,,,,,Myoxocephalus scorpius,(Linnaeus 1758),COTTIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
SCU,17813012XX,Myoxocephalus spp,Sculpins,Chaboisseaux,Charrascos,,,___µÑ€Ñ‡_°_º_¸,Myoxocephalus spp,,COTTIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
OLY,1781301301,Oligocottus snyderi,Fluffy sculpin,,,,,,Oligocottus snyderi,Greeley 1898,COTTIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
ATW,1781301401,Atopocottus tribranchius,,,,,,,Atopocottus tribranchius,Bolin 1936,COTTIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
BEZ,1781301501,Bero zanclus,,,,,,,Bero zanclus,Snyder 1911,COTTIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
CQZ,1781301601,Chitonotus pugetensis,Roughback sculpin,,,,,,Chitonotus pugetensis,(Steindachner 1876),COTTIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
CGQ,1781301701,Cottiusculus gonez,,,,,,,Cottiusculus gonez,Schmidt 1904,COTTIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
DUM,1781301901,Daruma sagamia,,,,,,,Daruma sagamia,Jordan & Starks 1904,COTTIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EHB,1781302001,Enophrys bison,Buffalo sculpin,,,,,,Enophrys bison,(Girard 1854),COTTIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
FUI,1781302101,Furcina ishikawae,,,,,,,Furcina ishikawae,Jordan & Starks 1904,COTTIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
GMH,1781302301,Gymnocanthus herzensteini,,,,,,,Gymnocanthus herzensteini,Jordan & Starks 1904,COTTIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
GWY,1781302302,Gymnocanthus tricuspis,Arctic staghorn sculpin,Tricorne arctique,,,,,Gymnocanthus tricuspis,(Reinhardt 1830),COTTIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
HPJ,1781302401,Hemilepidotus jordani,Yellow Irish lord,,,,,,Hemilepidotus jordani,Bean 1881,COTTIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
IBU,1781302501,Icelinus burchami,Dusky sculpin,,,,,,Icelinus burchami,Evermann & Goldsborough 1907,COTTIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
SMQ,1781303001,Scorpaenichthys marmoratus,Cabezon,,CabezÃ_n,,,,Scorpaenichthys marmoratus,(Ayres 1854),COTTIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
CAZ,1781303101,Clinocottus acuticeps,Sharpnose sculpin,,,,,,Clinocottus acuticeps,(Gilbert 1896),COTTIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
LCH,1781303201,Leiocottus hirundo,Lavender sculpin,,,,,,Leiocottus hirundo,Girard 1856,COTTIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
LCR,1781303501,Leptocottus armatus,Pacific staghorn sculpin,,,,,,Leptocottus armatus,Girard 1854,COTTIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
MEE,1781303601,Megalocottus platycephalus,Belligerent sculpin,,,,,,Megalocottus platycephalus,(Pallas 1814),COTTIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
MEH,1781303701,Mesocottus haitej,,,,,,,Mesocottus haitej,(Dybowski 1869),COTTIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous freshwater fishes,"Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
TFF,1781303901,Triglops forficatus,Scissortail sculpin,,,,,,Triglops forficatus,(Gilbert 1896),COTTIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
TGJ,1781303902,Triglops jordani,Jordan's sculpin,,,,,,Triglops jordani,(Schmidt 1903),COTTIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
TGM,1781303903,Triglops murrayi,Moustache sculpin,,,,,,Triglops murrayi,GÃ_nther 1888,COTTIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
TGY,1781303904,Triglops nybelini,Bigeye sculpin,,,,,,Triglops nybelini,Jensen 1944,COTTIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
TGP,1781303905,Triglops scepticus,Spectacled sculpin,,,,,,Triglops scepticus,Gilbert 1896,COTTIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
